key,collection_date,Conductivity [p:1567],Dissolved oxygen [p:1565],Group 1 Taxa [f:2996],Ph [p:1566],Temperature [p:1564],latitude,longitude,owner_id,owner_first_name,owner_last_name,certified,certifier_id,certifier_first_name,certifier_last_name,dataset_id,dataset_name,dataset_key,station_id,station_name
c01f8fad6c073db2837c8266ccf21173,2003-06-27 00:00:00.000000,3.07,,,7.54,17.6,41.30442205,-81.61682796,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_15,Brecksville_15
62b9629c20b8b5b804c9cc4beb34f7c1,2003-06-27 00:00:00.000000,1.484,,,6.99,17.4,41.30342116,-81.61608328,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_14,Brecksville_14
bb7b8ca0d94c1069d02bca7fba148e2d,2003-06-28 00:00:00.000000,1.125,,,8.09,15.7,41.31269,-81.60514,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_19,Brecksville_19
63710c28e43aaaaeee89d8562a0a7fe3,2003-06-28 00:00:00.000000,0.973,,,7.64,17.3,41.31041458,-81.61071458,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_18,Brecksville_18
27c7e27e655e182b715667090b99e7f5,2003-06-28 00:00:00.000000,1.069,,,7.94,17.5,41.30893593,-81.61222357,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_17,Brecksville_17
58a612c2fd6297b3ca798b8b66935639,2003-06-30 00:00:00.000000,0.514,,,7.13,17.0,41.31005429,-81.60880261,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_20,Brecksville_20
a2347e3f99c0e2f55bf0f28a2c214385,2003-07-01 00:00:00.000000,2.27,,,8.04,16.4,41.31056,-81.61517,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_23,Brecksville_23
af8aa8d49f4e852fd906b172082b6252,2003-07-01 00:00:00.000000,0.975,,,7.87,16.5,41.31017,-81.6151,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_22,Brecksville_22
1a46b15c4799993c6d0a244b9c2a2e76,2003-07-01 00:00:00.000000,0.834,,,7.3,15.6,41.31041807,-81.61071757,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_21,Brecksville_21
d897681af0df768fe9d98bd192c63e01,2003-07-02 00:00:00.000000,1.787,,,7.88,21.8,41.30884747,-81.62186633,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_25,Brecksville_25
adf7aff7743d282e2b79167175e3e360,2003-07-02 00:00:00.000000,2.67,,,8.01,19.5,41.30831047,-81.62185527,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_24,Brecksville_24
34c61d4a0528b7759ed6d33284d19624,2003-07-03 00:00:00.000000,0.478,,,7.97,17.8,41.31380739,-81.5991575,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_60,Brecksville_60
e2a641b78696672d17268db9e9c1c36a,2003-07-03 00:00:00.000000,1.788,,,7.3,18.1,41.30781,-81.59985,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_26,Brecksville_26
1eaebc866071b871076cdfe0fb0387e0,2003-07-07 00:00:00.000000,0.839,,,8.18,20.4,41.30869,-81.59373,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_29,Brecksville_29
b016c130fa249743df429f68d122a67d,2003-07-07 00:00:00.000000,0.716,,,7.06,19.5,41.30960485,-81.59280015,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_28,Brecksville_28
fa7c71d52dc8d988a04546b0d89a5e23,2003-07-07 00:00:00.000000,0.936,,,7.48,18.2,41.3036299,-81.6064432,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_27,Brecksville_27
97cbde0d3ae46b82f23c7e7f1f7a75c2,2003-07-10 00:00:00.000000,0.477,,,7.43,19.0,41.29928706,-81.61398961,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_31,Brecksville_31
32bdfde82c52c0cd0fce923f5bfaec4d,2003-07-10 00:00:00.000000,1.397,,,7.94,18.7,41.29939599,-81.61459264,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_30,Brecksville_30
6266cf47a8eb22577668f5471fb63bc5,2003-07-11 00:00:00.000000,0.826,,,7.3,18.3,41.3012165,-81.60307838,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_34,Brecksville_34
11e6f505d6fb4d4f263d6b627d2e991b,2003-07-11 00:00:00.000000,0.921,,,7.94,18.3,41.30208041,-81.60468908,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_33,Brecksville_33
4dfee439a711002a0f35b5c80c860b20,2003-07-11 00:00:00.000000,0.328,,,7.81,18.4,41.30141755,-81.60398591,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_32,Brecksville_32
f98f0e1cc5b76c674b0793451d09f5a6,2003-07-12 00:00:00.000000,1.273,,,7.74,17.1,41.3012165,-81.60307838,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_34,Brecksville_34
f49cd9dc9b268eb3d7774cf80414a57f,2003-07-14 00:00:00.000000,0.645,,,7.63,17.3,41.30250322,-81.60162929,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_35,Brecksville_35
114ae5ce176aba2d748d8a00ac1ab85d,2003-07-14 00:00:00.000000,1.273,,,7.74,17.1,41.3012165,-81.60307838,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_34,Brecksville_34
5041b1cd551a5d517501f7939da6043b,2003-07-14 00:00:00.000000,1.703,,,7.75,15.7,41.30141755,-81.60398591,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_32,Brecksville_32
b7ac9228166d910169912aa4080c8b92,2003-07-15 00:00:00.000000,0.627,,,7.93,18.5,41.30560513,-81.59794749,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_38,Brecksville_38
66511b3972d2f5d202e12b55ea0137cd,2003-07-15 00:00:00.000000,0.838,,,7.54,17.4,41.30508298,-81.6002557,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_37,Brecksville_37
103c2d3e296698ca56b96fc618e27aa3,2003-07-15 00:00:00.000000,0.949,,,7.96,17.0,41.30194,-81.60342,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_36,Brecksville_36
a2bde1b3d78568a7b0fabb75b00cdac9,2003-07-17 00:00:00.000000,0.324,,,8.06,17.6,41.28988,-81.58592,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_40,Brecksville_40
ed5a522e18e7fa27d0ea3c1aec1264be,2003-07-17 00:00:00.000000,0.37,,,7.74,15.6,41.28930729,-81.58608239,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_39,Brecksville_39
abdf7d7a169b4f9715f51741687c4089,2003-07-18 00:00:00.000000,0.69,,,7.6,18.2,41.30640428,-81.60209741,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_41,Brecksville_41
8a77daaab6ce0cb368fe0e768ec4c864,2003-07-19 00:00:00.000000,0.91,,,8.09,17.4,41.28973524,-81.58854039,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_43,Brecksville_43
bc025e3b306b2e14d24d10f13ea0ee47,2003-07-19 00:00:00.000000,0.369,,,8.06,15.7,41.28918,-81.58794,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_42,Brecksville_42
c48a204b9cf08234c88afb302ca2318b,2003-07-23 00:00:00.000000,0.767,,,8.07,16.2,41.28919312,-81.58861802,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_44,Brecksville_44
d24a0c885c42854b4d2743f7bf28e1d4,2003-07-24 00:00:00.000000,0.661,,,8.06,17.8,41.29906338,-81.58539661,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_45,Brecksville_45
8cf2add2a9fc8e07af0b90b53b8385dc,2003-07-25 00:00:00.000000,0.707,,,7.65,17.6,41.29696,-81.58394,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_48,Brecksville_48
ba688b80c431f3604ec3868a6bfb2a01,2003-07-25 00:00:00.000000,0.878,,,8.03,16.9,41.29729423,-81.58260196,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_47,Brecksville_47
464bfca8c4438d2a125cea02ca11c443,2003-07-25 00:00:00.000000,1.434,,,8.06,17.2,41.30026776,-81.58295873,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_46,Brecksville_46
b3b05b6ab6a0925ed85b88e5d904e510,2003-07-28 00:00:00.000000,0.449,,,7.94,18.6,41.29440052,-81.58431154,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_50,Brecksville_50
d6bc15dc98f92f8b3e64835c2c7e2828,2003-07-28 00:00:00.000000,0.518,,,7.99,18.0,41.30250322,-81.60162929,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_49,Brecksville_49
662ce4efe345d836f5b6cc9dd52bf2f1,2003-07-29 00:00:00.000000,0.643,,,7.85,16.9,41.29713,-81.5914,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_52,Brecksville_52
8dffb6d63e4e09de32150cb9cabd35cc,2003-07-29 00:00:00.000000,0.363,,,6.8,15.0,41.30022341,-81.58805151,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_51,Brecksville_51
ae677aaccacf6a174f2bfcfcf2ef6055,2003-07-31 00:00:00.000000,0.467,,,7.78,17.7,41.28495,-81.58817,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_54,Brecksville_54
ac0e548ff86c311602c83fe58efb6ae2,2003-07-31 00:00:00.000000,1.462,,,7.94,17.9,41.28593178,-81.59147469,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_53,Brecksville_53
2a8719740c2114f088fe835edbe0cf87,2003-08-01 00:00:00.000000,0.535,,,7.6,18.0,41.29378134,-81.59331103,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_56,Brecksville_56
e42dc217353bb0bd14b7ee8c9ed850cc,2003-08-01 00:00:00.000000,1.742,,,8.05,17.0,41.29105133,-81.59220796,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_55,Brecksville_55
cf6b7f313b770fcf94efbc256cfd731b,2003-08-04 00:00:00.000000,0.803,,,8.06,19.3,41.30627947,-81.58908746,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_58,Brecksville_58
e6fe2f8bd938eee95e2df0a054d9bbc2,2003-08-04 00:00:00.000000,0.861,,,7.2,18.7,41.3010009,-81.593352,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_57,Brecksville_57
2bf5f06f35a619f3ab8d1fbf6b09d347,2003-08-05 00:00:00.000000,1.004,,,7.84,18.2,41.38002434,-81.55194285,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_1,Bedford_1
138dff591f0a415e61dc8975e874cdf2,2003-08-07 00:00:00.000000,0.76,,,7.8,14.5,41.37584,-81.56798,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_2,Bedford_2
9a3bdb689d1b660514208b57843b20f6,2003-08-08 00:00:00.000000,0.804,,,7.94,17.7,41.37952811,-81.56733179,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_4,Bedford_4
0fa3add51aab8cbd68578150281eeb0b,2003-08-12 00:00:00.000000,0.654,,,7.61,18.1,41.37498308,-81.55653145,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_7,Bedford_7
591f1246adac01b3e5aa395b567a6d66,2003-08-12 00:00:00.000000,0.464,,,6.85,17.9,41.37591093,-81.5543452,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_6,Bedford_6
4b34b682e8422c1a8045d0cfaee58d9c,2003-08-12 00:00:00.000000,0.818,,,7.67,17.7,41.37579969,-81.55576296,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_5,Bedford_5
7ac3d92e117413b9c4d4defeef0c28ad,2003-08-14 00:00:00.000000,0.469,,,7.41,18.9,41.3768,-81.5453,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_10,Bedford_10
d028dff1bd2cc58277fcf1efc6ddf942,2003-08-14 00:00:00.000000,1.498,,,7.95,21.9,41.37534,-81.55039,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_9,Bedford_9
c31899730b052a6ae12e26d3df468292,2003-08-14 00:00:00.000000,1.51,,,8.08,19.7,41.37206387,-81.54925733,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_8,Bedford_8
7b21137111e057728cf39caf14d1bfb7,2003-08-15 00:00:00.000000,0.875,,,7.03,19.7,41.38223,-81.54884,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_13,Bedford_13
70cd64dd5e1c567e9ddfd114cda4a0d4,2003-08-15 00:00:00.000000,0.478,,,7.08,18.9,41.38253,-81.54581,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_12,Bedford_12
d4607fd3a41b95b95238a73a7c7a17a7,2003-08-15 00:00:00.000000,1.329,,,7.9,19.5,41.37474,-81.55151,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_11,Bedford_11
c2eeb7371d18637e7bbc6fd4b0aac3bc,2003-08-18 00:00:00.000000,1.133,,,7.43,17.5,41.38428665,-81.53740391,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_14,Bedford_14
4277c1ee35b03a68919d51d68e2907a1,2003-08-19 00:00:00.000000,1.34,,,7.71,18.6,41.38575,-81.55143,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_17,Bedford_17
fcbe40031cbce96bcbe2dc0690a92e16,2003-08-19 00:00:00.000000,0.926,,,7.13,17.2,41.38654728,-81.55282592,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_16,Bedford_16
81f141f2d053d35823775d696f788668,2003-08-19 00:00:00.000000,1.46,,,7.26,15.6,41.38689915,-81.55231163,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_15,Bedford_15
fa54886e02967d17853050832f7312df,2003-08-20 00:00:00.000000,0.506,,,7.45,17.5,41.38125522,-81.55608533,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_18,Bedford_18
8a4ee15a7bd318dd95e5ba45e3418700,2003-08-21 00:00:00.000000,1.52,,,7.68,19.0,41.39019,-81.54501,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_20,Bedford_20
4418bcca621468e5cdc8e9e106f83d50,2003-08-21 00:00:00.000000,1.345,,,7.34,18.3,41.38887,-81.54746,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_19,Bedford_19
871756b16f566949baf0b244091cef02,2003-08-22 00:00:00.000000,1.615,,,7.86,20.5,41.39163,-81.54339,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_21,Bedford_21
7b5e4594109d501f406c2c51760082a9,2003-08-29 00:00:00.000000,1.337,,,7.38,21.6,41.3749785,-81.54234916,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_23,Bedford_23
73caeb64ef1420b14fdc65408da6d689,2003-08-29 00:00:00.000000,1.226,,,7.44,20.9,41.3763,-81.54094,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_22,Bedford_22
ec71d58c2d09270db6b742ffaa4fb147,2003-09-03 00:00:00.000000,0.959,,,7.86,16.9,41.38833276,-81.53927697,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_25,Bedford_25
3e33b27618cc7bca50d54863671e9408,2003-09-03 00:00:00.000000,1.466,,,7.71,17.9,41.38933659,-81.54030032,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_24,Bedford_24
22cb1e10dc3b5e981205f1ae2582325a,2003-09-04 00:00:00.000000,1.515,,,7.63,17.9,41.3910518,-81.54471351,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_26,Bedford_26
312b0fcb3f9cfd9f744b06449bdab79d,2003-09-05 00:00:00.000000,0.921,,,7.33,16.2,41.38080215,-81.5689941,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_28,Bedford_28
b1fe9d79f3d889286a28e82413f3675c,2003-09-05 00:00:00.000000,1.017,,,7.84,16.1,41.38447136,-81.56778476,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Bedford_27,Bedford_27
ffc42b091f794ab9d463cfe1196fa7d5,2003-09-09 00:00:00.000000,0.825,,,7.86,15.6,41.42259894,-81.4225122,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,South Chagrin_2,South Chagrin_2
eca0ff74fc9936e6a9e08cfbfed8a7d3,2003-09-10 00:00:00.000000,0.653,,,7.98,17.3,41.42140839,-81.4241902,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,South Chagrin_4,South Chagrin_4
16b27dc9fc6ec1adfeba405299e823bb,2003-09-10 00:00:00.000000,0.956,,,7.75,16.3,41.4074,-81.4251,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,South Chagrin_3,South Chagrin_3
740d0961ddc961b2120ca1e93e7d2e3f,2003-09-11 00:00:00.000000,1.087,,,7.09,16.0,41.42283993,-81.42879124,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,South Chagrin_7,South Chagrin_7
229af03d6e65643046948d739af8d74d,2003-09-11 00:00:00.000000,0.948,,,7.5,17.2,41.42234274,-81.42922105,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,South Chagrin_6,South Chagrin_6
